249,FE_Turing,1010247519503,430,15379,2024-02-20 12:39:06
322,Chiky,1007835874435,412,15280,2024-02-20 12:41:59
270,AnyaBloom,1009535325504,294,15359,2024-02-20 13:04:26
53,Please don't cheat,1009818182040,160,16715,2024-02-20 13:12:00
100,RTRO3O,1008188687830,345,16080,2024-02-20 13:13:47
108,ThucycidesTrap,1012189740543,422,16022,2024-02-20 13:14:07
71,twitch.tv/mgclutch,1014392965853,175,16416,2024-02-20 15:43:42
203,SaySorryToMee,1009646651714,90,15501,2024-02-20 16:13:59
380,AnswerAim,1010861935995,444,15254,2024-02-20 22:35:38
392,dengxiaopingtank,1009331721640,427,15221,2024-02-20 22:36:11
